STATION,NAME,DATE,PRCP,SNOW,SNWD,TAVG,year,month,day,RAINFALL
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",0016-02-29,0.0,0.0,0.0,57,2016,2,29,No Rain
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",0016-03-01,0.0,0.0,0.0,49,2016,3,1,No Rain
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",0016-03-02,0.28,0.0,0.0,46,2016,3,2,Slight Rain
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",0016-03-03,0.09,1.6,0.0,32,2016,3,3,Slight Rain
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",0016-03-04,0.07,0.9,2.0,34,2016,3,4,Slight Rain
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",0016-03-05,0.0,0.0,0.0,35,2016,3,5,No Rain
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",0016-03-06,0.0,0.0,0.0,39,2016,3,6,No Rain
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",0016-03-07,0.0,0.0,0.0,43,2016,3,7,No Rain
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",0016-03-08,0.0,0.0,0.0,61,2016,3,8,No Rain
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",0016-03-09,0.0,0.0,0.0,62,2016,3,9,No Rain
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",0016-03-10,0.0,0.0,0.0,69,2016,3,10,No Rain
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",0016-03-11,0.0,0.0,0.0,68,2016,3,11,No Rain
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",0016-03-12,0.0,0.0,0.0,52,2016,3,12,No Rain
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",0016-03-13,0.55,0.0,0.0,52,2016,3,13,Moderate Rain
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",0016-03-14,0.56,0.0,0.0,49,2016,3,14,Moderate Rain
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",0016-03-15,0.01,0.0,0.0,49,2016,3,15,Slight Rain
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",0016-03-16,0.0,0.0,0.0,54,2016,3,16,No Rain
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",0016-03-17,0.0,0.0,0.0,55,2016,3,17,No Rain
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",0016-03-18,0.0,0.0,0.0,55,2016,3,18,No Rain
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",0016-03-19,0.22,0.0,0.0,44,2016,3,19,Slight Rain
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",0016-03-20,0.0,0.0,0.0,38,2016,3,20,No Rain
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",0016-03-21,0.0,0.0,0.0,40,2016,3,21,No Rain
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",0016-03-22,0.0,0.0,0.0,43,2016,3,22,No Rain
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",0016-03-23,0.0,0.0,0.0,60,2016,3,23,No Rain
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",0016-03-24,0.0,0.0,0.0,60,2016,3,24,No Rain
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",0016-03-25,0.01,0.0,0.0,67,2016,3,25,Slight Rain
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",0016-03-26,0.0,0.0,0.0,48,2016,3,26,No Rain
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",0016-03-27,0.03,0.0,0.0,50,2016,3,27,Slight Rain
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",0016-03-28,0.28,0.0,0.0,53,2016,3,28,Slight Rain
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",0016-03-29,0.0,0.0,0.0,52,2016,3,29,No Rain
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",0016-03-30,0.0,0.0,0.0,46,2016,3,30,No Rain
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",0016-03-31,0.0,0.0,0.0,61,2016,3,31,No Rain
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",0016-04-01,0.02,0.0,0.0,71,2016,4,1,Slight Rain
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",0016-04-02,0.12,0.0,0.0,58,2016,4,2,Slight Rain
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",0016-04-03,0.0,0.0,0.0,44,2016,4,3,No Rain
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",0016-04-04,0.13,0.0,0.0,51,2016,4,4,Slight Rain
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",0016-04-05,0.0,0.0,0.0,38,2016,4,5,No Rain
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",0016-04-06,0.0,0.0,0.0,39,2016,4,6,No Rain
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",0016-04-07,0.45,0.0,0.0,53,2016,4,7,Slight Rain
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",0016-04-08,0.0,0.0,0.0,46,2016,4,8,No Rain
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",0016-04-09,0.21,0.0,0.0,41,2016,4,9,Slight Rain
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",0016-04-10,0.0,0.0,0.0,37,2016,4,10,No Rain
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",0016-04-11,0.0,0.0,0.0,53,2016,4,11,No Rain
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",0016-04-12,0.05,0.0,0.0,63,2016,4,12,Slight Rain
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",0016-04-13,0.0,0.0,0.0,49,2016,4,13,No Rain
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",0016-04-14,0.0,0.0,0.0,48,2016,4,14,No Rain
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",0016-04-15,0.0,0.0,0.0,51,2016,4,15,No Rain
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",0016-04-16,0.0,0.0,0.0,53,2016,4,16,No Rain
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",0016-04-17,0.0,0.0,0.0,56,2016,4,17,No Rain
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",0016-04-18,0.0,0.0,0.0,64,2016,4,18,No Rain
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",0016-04-19,0.0,0.0,0.0,68,2016,4,19,No Rain
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",0016-04-20,0.0,0.0,0.0,60,2016,4,20,No Rain
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",0016-04-21,0.0,0.0,0.0,58,2016,4,21,No Rain
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",0016-04-22,0.0,0.0,0.0,68,2016,4,22,No Rain
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",0016-04-23,0.09,0.0,0.0,64,2016,4,23,Slight Rain
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",0016-04-24,0.0,0.0,0.0,57,2016,4,24,No Rain
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",0016-04-25,0.0,0.0,0.0,60,2016,4,25,No Rain
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",0016-04-26,0.0,0.0,0.0,72,2016,4,26,No Rain
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",0016-04-27,0.01,0.0,0.0,59,2016,4,27,Slight Rain
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",0016-04-28,0.14,0.0,0.0,52,2016,4,28,Slight Rain
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",0016-04-29,0.07,0.0,0.0,48,2016,4,29,Slight Rain
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",0016-04-30,0.02,0.0,0.0,52,2016,4,30,Slight Rain
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",0016-05-01,0.47,0.0,0.0,52,2016,5,1,Slight Rain
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",0016-05-02,0.57,0.0,0.0,58,2016,5,2,Moderate Rain
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",0016-05-03,0.07,0.0,0.0,62,2016,5,3,Slight Rain
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",0016-05-04,0.07,0.0,0.0,55,2016,5,4,Slight Rain
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",0016-05-05,0.03,0.0,0.0,52,2016,5,5,Slight Rain
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",0016-05-06,1.11,0.0,0.0,52,2016,5,6,Moderate Rain
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",0016-05-07,0.09,0.0,0.0,54,2016,5,7,Slight Rain
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",0016-05-08,0.01,0.0,0.0,61,2016,5,8,Slight Rain
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",0016-05-09,0.0,0.0,0.0,55,2016,5,9,No Rain
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",0016-05-10,0.13,0.0,0.0,57,2016,5,10,Slight Rain
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",0016-05-11,0.89,0.0,0.0,54,2016,5,11,Moderate Rain
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",0016-05-12,0.0,0.0,0.0,59,2016,5,12,No Rain
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",0016-05-13,0.07,0.0,0.0,65,2016,5,13,Slight Rain
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",0016-05-14,0.12,0.0,0.0,62,2016,5,14,Slight Rain
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",0016-05-15,0.0,0.0,0.0,53,2016,5,15,No Rain
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",0016-05-16,0.0,0.0,0.0,52,2016,5,16,No Rain
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",0016-05-17,0.23,0.0,0.0,55,2016,5,17,Slight Rain
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",0016-05-18,0.0,0.0,0.0,57,2016,5,18,No Rain
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",0016-05-19,0.0,0.0,0.0,62,2016,5,19,No Rain
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",0016-05-20,0.0,0.0,0.0,62,2016,5,20,No Rain
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",0016-05-21,0.44,0.0,0.0,59,2016,5,21,Slight Rain
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",0016-05-22,0.18,0.0,0.0,55,2016,5,22,Slight Rain
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",0016-05-23,0.43,0.0,0.0,61,2016,5,23,Slight Rain
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",0016-05-24,0.01,0.0,0.0,67,2016,5,24,Slight Rain
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",0016-05-25,0.0,0.0,0.0,72,2016,5,25,No Rain
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",0016-05-26,0.0,0.0,0.0,74,2016,5,26,No Rain
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",0016-05-27,0.0,0.0,0.0,79,2016,5,27,No Rain
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",0016-05-28,0.0,0.0,0.0,77,2016,5,28,No Rain
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",0016-05-29,0.32,0.0,0.0,74,2016,5,29,Slight Rain
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",0016-05-30,0.0,0.0,0.0,72,2016,5,30,No Rain
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",0016-05-31,0.0,0.0,0.0,75,2016,5,31,No Rain
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",0016-06-01,0.0,0.0,0.0,75,2016,6,1,No Rain
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",0016-06-02,0.0,0.0,0.0,72,2016,6,2,No Rain
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",0016-06-03,0.02,0.0,0.0,71,2016,6,3,Slight Rain
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",0016-06-04,0.0,0.0,0.0,74,2016,6,4,No Rain
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",0016-06-05,0.33,0.0,0.0,75,2016,6,5,Slight Rain
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",0016-06-06,0.0,0.0,0.0,75,2016,6,6,No Rain
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",0016-06-07,0.04,0.0,0.0,76,2016,6,7,Slight Rain
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",0016-06-08,0.0,0.0,0.0,66,2016,6,8,No Rain
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",0016-06-09,0.0,0.0,0.0,64,2016,6,9,No Rain
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",0016-06-10,0.0,0.0,0.0,69,2016,6,10,No Rain
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",0016-06-11,0.0,0.0,0.0,75,2016,6,11,No Rain
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",0016-06-12,0.0,0.0,0.0,85,2016,6,12,No Rain
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",0016-06-13,0.0,0.0,0.0,71,2016,6,13,No Rain
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",0016-06-14,0.0,0.0,0.0,73,2016,6,14,No Rain
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",0016-06-15,0.18,0.0,0.0,68,2016,6,15,Slight Rain
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",0016-06-16,0.63,0.0,0.0,72,2016,6,16,Moderate Rain
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",0016-06-17,0.0,0.0,0.0,71,2016,6,17,No Rain
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",0016-06-18,0.0,0.0,0.0,73,2016,6,18,No Rain
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",0016-06-19,0.0,0.0,0.0,76,2016,6,19,No Rain
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",0016-06-20,0.0,0.0,0.0,78,2016,6,20,No Rain
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",0016-06-21,1.03,0.0,0.0,79,2016,6,21,Moderate Rain
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",0016-06-22,0.0,0.0,0.0,74,2016,6,22,No Rain
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",0016-06-23,0.4,0.0,0.0,74,2016,6,23,Slight Rain
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",0016-06-24,0.01,0.0,0.0,74,2016,6,24,Slight Rain
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",0016-06-25,0.0,0.0,0.0,75,2016,6,25,No Rain
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",0016-06-26,0.0,0.0,0.0,74,2016,6,26,No Rain
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",0016-06-27,0.0,0.0,0.0,74,2016,6,27,No Rain
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",0016-06-28,0.56,0.0,0.0,76,2016,6,28,Moderate Rain
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",0016-06-29,0.0,0.0,0.0,73,2016,6,29,No Rain
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",0016-06-30,0.0,0.0,0.0,72,2016,6,30,No Rain
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",0016-07-01,0.69,0.0,0.0,76,2016,7,1,Moderate Rain
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",0016-07-02,0.0,0.0,0.0,73,2016,7,2,No Rain
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",0016-07-03,0.0,0.0,0.0,68,2016,7,3,No Rain
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",0016-07-04,0.68,0.0,0.0,69,2016,7,4,Moderate Rain
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",0016-07-05,0.61,0.0,0.0,78,2016,7,5,Moderate Rain
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",0016-07-06,0.0,0.0,0.0,82,2016,7,6,No Rain
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",0016-07-07,0.0,0.0,0.0,82,2016,7,7,No Rain
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",0016-07-08,0.25,0.0,0.0,82,2016,7,8,Slight Rain
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",0016-07-09,0.0,0.0,0.0,80,2016,7,9,No Rain
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",0016-07-10,0.0,0.0,0.0,77,2016,7,10,No Rain
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",0016-07-11,0.0,0.0,0.0,76,2016,7,11,No Rain
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",0016-07-12,0.0,0.0,0.0,76,2016,7,12,No Rain
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",0016-07-13,0.47,0.0,0.0,78,2016,7,13,Slight Rain
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",0016-07-14,0.0,0.0,0.0,83,2016,7,14,No Rain
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",0016-07-15,0.0,0.0,0.0,83,2016,7,15,No Rain
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",0016-07-16,0.32,0.0,0.0,81,2016,7,16,Slight Rain
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",0016-07-17,0.0,0.0,0.0,77,2016,7,17,No Rain
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",0016-07-18,0.12,0.0,0.0,81,2016,7,18,Slight Rain
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",0016-07-19,0.0,0.0,0.0,79,2016,7,19,No Rain
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",0016-07-20,0.0,0.0,0.0,77,2016,7,20,No Rain
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",0016-07-21,0.0,0.0,0.0,77,2016,7,21,No Rain
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",0016-07-22,0.0,0.0,0.0,81,2016,7,22,No Rain
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",0016-07-23,0.08,0.0,0.0,87,2016,7,23,Slight Rain
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",0016-07-24,0.0,0.0,0.0,82,2016,7,24,No Rain
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",0016-07-25,0.0,0.0,0.0,87,2016,7,25,No Rain
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",0016-07-26,0.0,0.0,0.0,84,2016,7,26,No Rain
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",0016-07-27,0.0,0.0,0.0,85,2016,7,27,No Rain
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",0016-07-28,0.65,0.0,0.0,83,2016,7,28,Moderate Rain
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",0016-07-29,0.41,0.0,0.0,79,2016,7,29,Slight Rain
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",0016-07-30,1.8,0.0,0.0,79,2016,7,30,Moderate Rain
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",0016-07-31,0.01,0.0,0.0,79,2016,7,31,Slight Rain
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",0016-08-01,0.06,0.0,0.0,79,2016,8,1,Slight Rain
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",0016-08-02,0.0,0.0,0.0,79,2016,8,2,No Rain
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",0016-08-03,0.0,0.0,0.0,76,2016,8,3,No Rain
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",0016-08-04,0.0,0.0,0.0,74,2016,8,4,No Rain
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",0016-08-05,0.0,0.0,0.0,75,2016,8,5,No Rain
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",0016-08-06,0.0,0.0,0.0,81,2016,8,6,No Rain
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",0016-08-07,0.0,0.0,0.0,80,2016,8,7,No Rain
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",0016-08-08,0.0,0.0,0.0,76,2016,8,8,No Rain
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",0016-08-09,0.0,0.0,0.0,73,2016,8,9,No Rain
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",0016-08-10,0.0,0.0,0.0,81,2016,8,10,No Rain
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",0016-08-11,0.0,0.0,0.0,86,2016,8,11,No Rain
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",0016-08-12,0.32,0.0,0.0,85,2016,8,12,Slight Rain
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",0016-08-13,0.0,0.0,0.0,86,2016,8,13,No Rain
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",0016-08-14,0.2,0.0,0.0,89,2016,8,14,Slight Rain
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",0016-08-15,1.64,0.0,0.0,80,2016,8,15,Moderate Rain
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",0016-08-16,0.0,0.0,0.0,80,2016,8,16,No Rain
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",0016-08-17,1.36,0.0,0.0,83,2016,8,17,Moderate Rain
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",0016-08-18,0.0,0.0,0.0,79,2016,8,18,No Rain
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",0016-08-19,0.0,0.0,0.0,80,2016,8,19,No Rain
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",0016-08-20,0.0,0.0,0.0,78,2016,8,20,No Rain
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",0016-08-21,0.38,0.0,0.0,77,2016,8,21,Slight Rain
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",0016-08-22,0.0,0.0,0.0,74,2016,8,22,No Rain
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",0016-08-23,0.0,0.0,0.0,71,2016,8,23,No Rain
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",0016-08-24,0.0,0.0,0.0,72,2016,8,24,No Rain
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",0016-08-25,0.0,0.0,0.0,77,2016,8,25,No Rain
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",0016-08-26,0.0,0.0,0.0,83,2016,8,26,No Rain
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",0016-08-27,0.0,0.0,0.0,81,2016,8,27,No Rain
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",0016-08-28,0.0,0.0,0.0,78,2016,8,28,No Rain
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",0016-08-29,0.0,0.0,0.0,79,2016,8,29,No Rain
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",0016-08-30,0.0,0.0,0.0,80,2016,8,30,No Rain
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",0016-08-31,0.0,0.0,0.0,77,2016,8,31,No Rain
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",0016-09-01,0.09,0.0,0.0,76,2016,9,1,Slight Rain
